id,ten,ten_ja,danh_muc,trang_thai,khoi_luong_g,kich_thuoc_cm,do_tin_cay,nguon,van_de
2204,"Rượu Mơ Takachiho Umeshu 1,8L Tặng 720ml",高千穂酒造 熟成高千穂梅酒 14度 1800mL,Thực phẩm & đồ uống,Đang bán,1000,29x7x7,Cao,"Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết) — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2205,Giày Nữ First Contact Made In Japan,ファーストコンタクト 厚底パンプス IM49605 レディース,Thời trang,Đang bán,800,31x19x11,Thấp,Đã hiệu chỉnh: Ước một đôi giày nữ trong hộp; kích cỡ thực tế có thể làm thay đổi số đo.,
2206,Dầu Tẩy Trang Fancl,ファンケル マイルドクレンジングオイル 詰め替え用 115mL,Sữa rửa mặt & tẩy trang,Đang bán,110,18x10x3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2207,Khẩu Trang Nhật Bản Hộp 53 Cái,日本製 不織布マスク 53枚入,Tủ thuốc gia đình,Nháp,230,21x11x10,Trung bình,Suy luận tương đương: Ước hộp 53 khẩu trang dùng một lần.,
2209,Nước Uống Melsmon Platinum Liquid Placenta,メルスモン プラチナリキッド 10mL×30本,Thực phẩm chức năng,Đang bán,100,11.4x6.5x5.3,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2210,Kem Dưỡng NMN Cao Cấp Màu Đen 270g,NMN オールインワンゲル ブラック 270g,Dưỡng da mặt,Đang bán,320,10x10x8,Trung bình,"Suy luận quy cách: Ước từ khối lượng/dung tích ghi trong tên nếu có, cộng vỏ và hộp bán lẻ.",
2212,Kem Bôi Da Oronine H Ointment,大塚製薬 オロナインH軟膏 250g,Tủ thuốc gia đình,Đang bán,272,9.4x8x8,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2213,Viên Uống Purelab NMN 21000mg 90 Viên,"PURELAB NMN サプリメント 21,000mg 90粒",Thực phẩm chức năng,Đang bán,130,9.5x5.4x5.4,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2214,Khăn Che Mặt Và Cổ Chống Nắng Delling UPF50+,デリング 日本製 フェイスカバー ネックカバー UPF50+,Chống nắng,Đang bán,80,22x15x2,Trung bình,Đã hiệu chỉnh: Ước khăn vải chống nắng gấp trong túi.,
2215,Cặp Chống Gù Randoseru Nhật Bản Cho Học Sinh,協和 ランドセル みんなのともだち 2027年度モデル 05-71700,Thời trang,Đang bán,1300,35x27x22,Trung bình,"Đã hiệu chỉnh: Ước cặp randoseru tiêu chuẩn, chưa tính thùng vận chuyển ngoài.",
2216,Nước Uống Fracora Placenta Extract 150000mg 480ml,フラコラ プラセンタ液150000 480mL,Thực phẩm chức năng,Đang bán,580,23x9x8,Thấp,Suy luận quy cách: Ước đồ uống đóng chai/hộp từ dung tích; nếu tên không có dung tích dùng chai phổ biến 500 ml.,
2217,Nước Uống ReFa Collagen Enrich,ReFa コラーゲンエンリッチ 480mL,Thực phẩm chức năng,Đang bán,360,15.6x8.2x7,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2218,Viên Uống Baby Support For Boy 90 Viên,ベイビーサポート BSリンカル 男の子用 90粒,Thực phẩm chức năng,Đang bán,60,8x4.3x4.2,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2219,Viên Uống Baby Support For Girl 90 Viên,ベイビーサポート BSクランベリー 女の子用 90粒,Thực phẩm chức năng,Đang bán,50,8x4.3x4.3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2220,Kem Nền Meishoku Moist Labo BB Essence Cream SPF50+,明色化粧品 モイストラボ BBエッセンスクリーム ベージュ 30g,Trang điểm,Đang bán,40,1x1x1,Cao,Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết),
2221,Tinh Chất Estée Lauder Advanced Night Repair 50ml,エスティ ローダー アドバンス ナイト リペア SMR コンプレックス 50mL,Dưỡng da mặt,Đang bán,10240,11.43x4.83x4.83,Cao,Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết),"khối lượng >5kg, kiểm tra"
2222,Kem Ủ Dưỡng Trắng Revita White EX Pack,Revita ホワイトEXパック ボディ用クリームパック,Chăm sóc body,Nháp,120,18x6x4,Trung bình,"Suy luận tương đương: Ước từ khối lượng/dung tích ghi trong tên nếu có, cộng vỏ và hộp bán lẻ.",
2223,Bao Cao Su Sagami Original 0.01 Hộp 5 Cái,サガミオリジナル001 コンドーム 5個入,Tủ thuốc gia đình,Đang bán,20,12.1x6.7x2.9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2224,Mặt Nạ Mitomo 1 Miếng,MITOMO 美友 フェイシャルエッセンスマスク 1枚,Mặt nạ,Nháp,170,21.5x20x0.1,Cao,"Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết) — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2225,Combo 10 Mặt Nạ Mitomo,ミトモ 美友 ツヤ肌 フェイスマスク 個別包装 10枚セット,Mặt nạ,Đang bán,315,17x15x3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2226,Rượu Gin Suntory Roku Select Edition 700ml,サントリー ROKU〈六〉 ジャパニーズクラフトジン 700mL,Thực phẩm & đồ uống,Đang bán,1450,30x9x9,Trung bình,Nguồn + suy luận: 700 ml rượu cộng chai thủy tinh và bao bì bán lẻ.,
2227,"Nước Nhỏ Mắt Sancoba 0,02% 5ml",参天製薬 サンコバ点眼液0.02% 5mL,Tủ thuốc gia đình,Nháp,36,10x4x3,Trung bình,Suy luận quy cách: Ước chai thuốc nhỏ mắt 5 ml và hộp giấy; giữ khối lượng quy cách cũ nếu có.,
2228,Sữa chống nắng Anessa Perfect UV Skincare Milk SPF50+ PA++++ 60ml,アネッサ パーフェクトUV スキンケアミルク NA 60mL,Chống nắng,Đang bán,91,16x6x3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2229,Sữa Chống Nắng Anessa Perfect UV Mild Milk 60ml,アネッサ パーフェクトUV マイルドミルク NA 60mL,Chống nắng,Đang bán,90,16x6x3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2230,Viên uống Vitamin D3 5000 IU + K2 MK-7 Micro Ingredients 300 viên,Micro Ingredients ビタミンD3 5000IU + ビタミンK2 MK-7 100mcg 300粒,Thực phẩm chức năng,Đang bán,190,11x7x6,Trung bình,Nguồn + suy luận: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2231,Viên uống Magie hấp thu cao Doctor's Best High Absorption Magnesium 100mg 120 viên,Doctor's Best 高吸収マグネシウム 100mg 120錠,Thực phẩm chức năng,Đang bán,100,11x7x6,Trung bình,Nguồn + suy luận: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2232,Dầu cá Omega-3 Nordic Naturals Ultimate Omega-D3 1280mg vị chanh 120 viên,Nordic Naturals アルティメットオメガ-D3 レモン 120粒,Thực phẩm chức năng,Đang bán,100,11x7x6,Trung bình,Nguồn + suy luận: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2233,Thẻ bài Pokémon TCG bản Nhật (hàng order theo yêu cầu),ポケモンカードゲーム 日本語版 お取り寄せ注文,Thẻ bài Pokémon,Nháp,400,15x8x8,Trung bình,Ước cho 1 booster box Pokémon (30 pack) kèm hộp,
2234,Gel Dưỡng Săn Chắc Da Sau Sinh Pigeon 110g,ピジョン ボディ用ひきしめジェル 110g,"Mẹ và bé, Chăm sóc body",Nháp,110,19.9x5.1x4.3,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=Gel%20D%C6%B0%E1%BB%A1ng%20S%C4%83n%20Ch%E1%BA%AFc%20Da%20Sau%20Sinh%20Pigeon%20110g),
2235,Viên Nang Fucoidan Okinawa Kanehide Bio 180 Viên,金秀バイオ 沖縄フコイダン カプセル 180粒,Thực phẩm chức năng,Nháp,227,11.7x5.7x5.7,Cao,"Nguồn + suy luận: Tài liệu Kanehide Bio ghi khối lượng sản phẩm 227 g, kích thước 57 × 57 × 117 mm; số 20 g cũ là kết quả tìm kiếm nhầm. (https://www.kanehide-bio.co.jp/kwp/wp-content/uploads/2021/07/%EF%BE%8C%EF%BD%BA%E3%80%9103-Okinawa-Fucoidan_%E6%B2%96%E7%B8%84%E3%83%95%E3%82%A4%E3%83%80%E3%83%B",
2236,Gel Dưỡng Trắng NMN White All In One Gel 245g,エービーエル NMN ホワイト オールインワンゲル 245g,Dưỡng da mặt,Nháp,290,8x7.7x7.1,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=Gel%20D%C6%B0%E1%BB%A1ng%20Tr%E1%BA%AFng%20NMN%20White%20All%20In%20One%20Gel%20245g),
2237,Serum NMN Deep Moist Essence,NMN配合 ディープモイストエッセンス 30mL,Dưỡng da mặt,Nháp,120,15x6x5,Thấp,Nguồn + suy luận: Các trang bán hàng ghi nhiều biến thể 30/50/60 ml; tạm ước biến thể chai 50 g kèm hộp. (https://shop-ph.tiktok.com/pdp/nmn-serum-by-nmn-japan-30ml-deep-moist-essence-with-anti-aging-properties/1729650830603421698),
2238,Nước Hoa Hồng The Stem Cell Skin Lotion 150ml,美粧AKARI THE STEM CELL スキンローション 150mL,Dưỡng da mặt,Nháp,380,17.2x4.6x4.4,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=N%C6%B0%E1%BB%9Bc%20Hoa%20H%E1%BB%93ng%20The%20Stem%20Cell%20Skin%20Lotion%20150ml),
2239,Viên Uống Hapycom Motionact EX 270 Viên,ハピコム マージョンアクトEX 270錠,Thực phẩm chức năng,Nháp,260,12x7x7,Thấp,Suy luận tương đương: Ước lọ 270 viên hỗ trợ vận động; chưa tìm được đúng mã JAN/biến thể. (https://www.amazon.co.jp/s?k=Vi%C3%AAn%20U%E1%BB%91ng%20Hapycom%20Motionact%20EX%20270%20Vi%C3%AAn),
2240,Men Vi Sinh Health Aid Bifina S 30 Gói,森下仁丹 ヘルスエイド ビフィーナS 30袋,Thực phẩm chức năng,Nháp,70,11.4x8.7x4.2,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=Men%20Vi%20Sinh%20Health%20Aid%20Bifina%20S%2030%20G%C3%B3i),
2241,Kẹo Bổ Sung Canxi Cho Bé Bone Kids Calcium,ファイン 骨キッズ カルシウム イチゴ風味 140g,Mẹ và bé,Nháp,150,18.2x16.1x7.7,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=K%E1%BA%B9o%20B%E1%BB%95%20Sung%20Canxi%20Cho%20B%C3%A9%20Bone%20Kids%20Calcium),
2242,Kem Dưỡng Ẩm Shiseido Aqualabel All-In-One Màu Đỏ,資生堂 アクアレーベル スペシャルジェルクリームEX ブライトニング つめかえ用 81g,Dưỡng da mặt,Nháp,90,15.1x10.6x3.1,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=Kem%20D%C6%B0%E1%BB%A1ng%20%E1%BA%A8m%20Shiseido%20Aqualabel%20All-In-One%20M%C3%A0u%20%C4%90%E1%BB%8F),
2243,Kem Dưỡng Da Whitening Skincare Cream Hộp Xanh,ブレーンコスモス 薬用 美白乃美人 ホワイトニングピーリングジェル 150g,Dưỡng da mặt,Nháp,190,17.9x5.7x4.2,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=Kem%20D%C6%B0%E1%BB%A1ng%20Da%20Whitening%20Skincare%20Cream%20H%E1%BB%99p%20Xanh),
2244,Nước Uống Trắng Da Shiseido Pure White,資生堂 ピュアホワイト ドリンク 50mL×30本,Thực phẩm chức năng,Nháp,1287,17.6x10.4x7.4,Cao,"Nguồn + suy luận: Trang bán hàng ghi hộp 10 chai × 50 ml, khối lượng 1.287 g và kích thước 176 × 104 × 74 mm. (https://goodsofjapan.com/products/pure-white-drink-50ml-10)",
2245,Miếng Dán Chân Kenko Nhật Bản,ビヴォーネ 遠赤足裏シート アシメグ 20枚（10回分）,Tủ thuốc gia đình,Nháp,210,22x15x2.2,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=Mi%E1%BA%BFng%20D%C3%A1n%20Ch%C3%A2n%20Kenko%20Nh%E1%BA%ADt%20B%E1%BA%A3n),
2246,Viên Uống Điều Hòa Kinh Nguyệt Kobayashi,小林製薬 女性薬 命の母ホワイト,"Sức khỏe phụ nữ, Thực phẩm chức năng",Nháp,400,13x8x8,Thấp,Nguồn + suy luận: Tên phù hợp dòng Kobayashi Inochi no Haha nhưng chưa nêu bản White/A hay số viên; ước theo lọ bán lẻ. (https://www.kobayashi.co.jp/brand/inochinohaha/index.html?active-tab=tab-white),
2247,Kem Tẩy Lông Veet Nhật Bản 150g,ヴィート ピュア バスタイム 除毛クリーム 敏感肌用 150g,Chăm sóc body,Nháp,200,18x12x6,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=Kem%20T%E1%BA%A9y%20L%C3%B4ng%20Veet%20Nh%E1%BA%ADt%20B%E1%BA%A3n%20150g),
2248,Viên Uống Giảm Mỡ Bụng Onaka,大正製薬 おなかの脂肪対策タブレット 90粒,"Giảm cân, Thực phẩm chức năng",Nháp,30,18.4x11.8x1.1,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=Vi%C3%AAn%20U%E1%BB%91ng%20Gi%E1%BA%A3m%20M%E1%BB%A1%20B%E1%BB%A5ng%20Onaka),
2249,Kẹo Canxi Và Lợi Khuẩn Unimat Riken 90 Viên,ユニマットリケン こども乳酸菌＆カルシウム チュアブル 90粒,Mẹ và bé,Nháp,90,13.4x13.3x2.3,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=K%E1%BA%B9o%20Canxi%20V%C3%A0%20L%E1%BB%A3i%20Khu%E1%BA%A9n%20Unimat%20Riken%2090%20Vi%C3%AAn),
2250,Nước Uống Nhau Thai Collagen DR Placen 40000,プラセンタ本舖 プラセンタ40000 ドリンク 100mL×10本,Thực phẩm chức năng,Nháp,1750,29x20x12,Trung bình,Nguồn + suy luận: Các trang bán hàng ghi hộp 10 chai × 100 ml; ước tổng khối lượng chai thủy tinh và hộp. (https://hamie.vn/products/dr-placen-collagen-nuoc-uong-nhau-thai-dp-40000-100ml-x-10-lo-nhat-ban),
2251,Sữa Rửa Mặt Shiseido Aqualabel,資生堂 アクアレーベル ホワイトクリアフォーム 130g,Sữa rửa mặt & tẩy trang,Nháp,149,18.1x6.1x4.5,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=S%E1%BB%AFa%20R%E1%BB%ADa%20M%E1%BA%B7t%20Shiseido%20Aqualabel),
2252,Viên Uống Bổ Phổi Kobayashi 80 Viên,小林製薬 ダスモックb 80錠,Thực phẩm chức năng,Nháp,127,10.21x4.9x4.9,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=Vi%C3%AAn%20U%E1%BB%91ng%20B%E1%BB%95%20Ph%E1%BB%95i%20Kobayashi%2080%20Vi%C3%AAn),
2253,Kem Dưỡng Shiseido Aqualabel 5 Trong 1,資生堂 アクアレーベル スペシャルジェルクリームEX モイスト 90g,Dưỡng da mặt,Nháp,150,7.5x7.4x7.2,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=Kem%20D%C6%B0%E1%BB%A1ng%20Shiseido%20Aqualabel%205%20Trong%201),
2254,Viên Uống Chống Nắng Fine Japan UV 30 Viên,ファイン UV気にならないサプリ 20粒,"Chống nắng, Thực phẩm chức năng",Nháp,45,16.5x9.5x1.4,Trung bình,Đã hiệu chỉnh: Giữ kích thước kết quả bán hàng; ước khối lượng túi 30 viên. (https://www.amazon.co.jp/s?k=Vi%C3%AAn%20U%E1%BB%91ng%20Ch%E1%BB%91ng%20N%E1%BA%AFng%20Fine%20Japan%20UV%2030%20Vi%C3%AAn),
2255,Viên Uống Đông Trùng Hạ Thảo Royal Gold Cordyceps 420 Viên,冬虫夏草 ROYAL GOLD 420粒,Thực phẩm chức năng,Nháp,300,12.4x6.3x6.2,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=Vi%C3%AAn%20U%E1%BB%91ng%20%C4%90%C3%B4ng%20Tr%C3%B9ng%20H%E1%BA%A1%20Th%E1%BA%A3o%20Royal%20Gold%20Cordyceps%20420%20Vi%C3%AAn),
2256,Bộ Dầu Gội Xả Tigi Đỏ 750ml x 2 Chai,TIGI キャットウォーク オートミール＆ハニー シャンプー＆コンディショナー 750mL×2,Chăm sóc tóc,Nháp,1640,26.5x15x8,Cao,"Nguồn + suy luận: Trang bán hàng cho bộ TIGI 2 × 750 ml ghi 1,64 kg và 26,5 × 15 × 8 cm; số 500 g cũ không thể đúng. (https://bigamart.com/product/fully-loaded-with-pumps-750ml-shampoo-conditioner/)",
2257,Sữa Morinaga Kodomilk Dạng Gói,森永 こどミル スティックタイプ 18g×12本,"Mẹ và bé, Thực phẩm & đồ uống",Nháp,80,16.1x13.1x3.7,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=S%E1%BB%AFa%20Morinaga%20Kodomilk%20D%E1%BA%A1ng%20G%C3%B3i),
2258,Nước Uống Collagen HIFU 100000mg,コラーゲンドリンク 100000mg 美容ドリンク,Thực phẩm chức năng,Nháp,160,21x14x4,Trung bình,"Nguồn + suy luận: Trang sản phẩm ghi hộp 10 gói, mỗi gói 12 g; cộng vỏ gói và hộp giấy. (https://icheck.vn/san-pham/the-hi-ufu-collagen-perfect-100000mg-4589622171764)",
2259,Mặt Nạ The Stem Cell Nhật Bản 30 Miếng,美粧AKARI THE STEM CELL フェイスマスク 30枚,Mặt nạ,Nháp,400,24.8x23.8x2.5,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=M%E1%BA%B7t%20N%E1%BA%A1%20The%20Stem%20Cell%20Nh%E1%BA%ADt%20B%E1%BA%A3n%2030%20Mi%E1%BA%BFng),
2260,Thuốc Tsumura Seihaito Số 90 Hộp 42 Gói,ツムラ漢方 清肺湯エキス顆粒 42包,Tủ thuốc gia đình,Nháp,71,17x10x2,Thấp,Suy luận quy cách: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương. (https://www.amazon.co.jp/s?k=Thu%E1%BB%91c%20Tsumura%20Seihaito%20S%E1%BB%91%2090%20H%E1%BB%99p%2042%20G%C3%B3i),
2261,Xịt Chống Nắng Biore UV Aqua Rich Aqua Protect Mist SPF50+ PA++++,ビオレUV アクアリッチ アクアプロテクトミスト 60mL,Chống nắng,Nháp,95,19x8.3x4,Trung bình,Đã hiệu chỉnh: Giữ kích thước nguồn bán hàng; ước chai xịt chống nắng Biore khoảng 60 ml cùng bao bì. (https://www.amazon.co.jp/s?k=X%E1%BB%8Bt%20Ch%E1%BB%91ng%20N%E1%BA%AFng%20Biore%20UV%20Aqua%20Rich%20Aqua%20Protect%20Mist%20SPF50%2B%20PA%2B%2B%2B%2B),
2262,Nước Nhỏ Mắt Rohto Vita 40 Alpha,ロート製薬 ロートビタ40α 12mL,"Chăm sóc mắt, Tủ thuốc gia đình",Nháp,20,10.8x6.1x2.2,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=N%C6%B0%E1%BB%9Bc%20Nh%E1%BB%8F%20M%E1%BA%AFt%20Rohto%20Vita%2040%20Alpha),
2263,Nước Nhỏ Mắt Rohto Cool 40 Alpha,ロート製薬 ロートクール40α 12mL,"Chăm sóc mắt, Tủ thuốc gia đình",Nháp,23,9.14x6.35x2.29,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=N%C6%B0%E1%BB%9Bc%20Nh%E1%BB%8F%20M%E1%BA%AFt%20Rohto%20Cool%2040%20Alpha),
2264,Bánh Xốp Healthy Club,ヘルシークラブ 食物繊維と全粒粉ウエハース メープル味 36枚,Thực phẩm & đồ uống,Nháp,580,29.7x19.3x4.4,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=B%C3%A1nh%20X%E1%BB%91p%20Healthy%20Club),
2265,Set 2 Lon Sữa Meiji Hohoemi Cho Bé 0-1 Tuổi 800g x 2,明治 ほほえみ 800g×2缶,Mẹ và bé,Nháp,2140,27x13.5x18.1,Cao,"Nguồn + suy luận: Trang bán hàng ghi hai lon Meiji Hohoemi 800 g có tổng khối lượng khoảng 2.140 g; kích thước mỗi lon cao 18,1 cm, đường kính 13,5 cm. (https://www.e-japannavi.com/shop/ecshop/baby_supplies/meiji-milkpowder-hohoemi2.shtml)",
2266,Set 2 Lon Sữa Meiji Step Cho Bé 1-3 Tuổi 800g x 2,明治 ステップ 800g×2缶,Mẹ và bé,Nháp,2200,27x18.6x13.6,Cao,Nguồn bán hàng: Khối lượng và kích thước từ kết quả tìm kiếm Amazon khớp chặt; liên kết mở trang tìm kiếm để đối chiếu. (https://www.amazon.co.jp/s?k=Set%202%20Lon%20S%E1%BB%AFa%20Meiji%20Step%20Cho%20B%C3%A9%201-3%20Tu%E1%BB%95i%20800g%20x%202),
2267,Set Sữa Wakodo Haihai Cho Bé 0-1 Tuổi Kèm 10 Thanh,和光堂 レーベンスミルク はいはい 300g＋スティックパック 13g×10本 セット,Mẹ và bé,Nháp,1100,31.2x23.2x14.2,Trung bình,"Nguồn + suy luận: Hiệu chỉnh từ một lon Haihai khoảng 810 g cộng 10 thanh sữa, lon và hộp ngoài; khối lượng cũ chỉ phản ánh phần chính. (https://www.wakodo.co.jp/vietnamese/product/milk/product/)",
2268,Set 3 Lon Sữa Wakodo Gungun Cho Bé 9 Tháng-3 Tuổi Kèm 10 Thanh,和光堂 フォローアップミルク ぐんぐん 830g 3缶セット（スティック10本付）,Mẹ và bé,Nháp,3000,41x19x15,Trung bình,Nguồn + suy luận: Ba lon Wakodo Gungun 830 g cộng 10 thanh 14 g và bao bì; kích thước cũ phù hợp gần một lon hơn là bộ ba. (https://www.wakodo.co.jp/product/babyfood/milk/gungun/),
2269,Viên Uống NOW Magtein Magnesium L-Threonate 180 Viên,NOW Foods マグテイン マグネシウムL-スレオネート 180粒,Thực phẩm chức năng,Nháp,113,10.8x5.41x5.41,Trung bình,Nguồn + suy luận: Kết quả Amazon khớp gần: giữ số đo cụ thể để tham khảo và hạ mức tin cậy; nên đối chiếu đúng mã JAN/biến thể trước khi chốt cước. (https://www.amazon.co.jp/s?k=Vi%C3%AAn%20U%E1%BB%91ng%20NOW%20Magtein%20Magnesium%20L-Threonate%20180%20Vi%C3%AAn),
2270,Dầu Cá Nordic Naturals Children’s DHA 530mg Omega-3 237ml,ノルディックナチュラルズ チルドレンズDHA 液体 237mL,"Mẹ và bé, Thực phẩm chức năng",Nháp,303,18x7x7,Trung bình,Suy luận quy cách: Giữ khối lượng 303 g từ dữ liệu ban đầu; ước kích thước chai dầu cá 237 ml. (https://www.amazon.co.jp/s?k=D%E1%BA%A7u%20C%C3%A1%20Nordic%20Naturals%20Children%E2%80%99s%20DHA%20530mg%20Omega-3%20237ml),
2271,Bộ Aqualabel Treatment Lotion Và Sữa Dưỡng Chống Lão Hóa,アクアレーベル トリートメントローション・ミルク（オイルイン）しっとり 2点セット,Dưỡng da mặt,Nháp,380,21x14x7,Trung bình,Đã hiệu chỉnh: Ước bộ lotion và sữa dưỡng Aqualabel theo tổng dung tích hai chai; 160 g cũ thấp hơn lượng chất lỏng thông thường. (https://www.amazon.co.jp/s?k=B%E1%BB%99%20Aqualabel%20Treatment%20Lotion%20V%C3%A0%20S%E1%BB%AFa%20D%C6%B0%E1%BB%A1ng%20Ch%E1%BB%91ng%20L%C3%A3o%20H%C3%B3a),
2272,Bộ Aqualabel Treatment Brightening Lotion Và Sữa Dưỡng,アクアレーベル トリートメントローション・ミルク（ブライトニング）2点セット,Dưỡng da mặt,Nháp,380,21x14x7,Trung bình,Suy luận tương đương: Ước bộ Treatment Brightening Lotion và sữa dưỡng gồm hai chai trong hộp/túi chung. (https://www.amazon.co.jp/s?k=B%E1%BB%99%20Aqualabel%20Treatment%20Brightening%20Lotion%20V%C3%A0%20S%E1%BB%AFa%20D%C6%B0%E1%BB%A1ng),
